OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,,,
SO - 0008064,26-07-2019,30-07-2019,12,Wholesale,NZD,NXH382,18,1,9,944.70,689.63,"8,502.30",,,
SO - 000117,27-07-2019,03-08-2019,10,Wholesale,USD,NXH382,69,4,12,"1,239.50",904.84,"14,874.00",,,
SO - 000877,27-07-2019,01-08-2019,37,Distributor,GBP,NXH382,63,5,12,"1,815.70","1,434.40","21,788.40",,,
SO - 0003470,27-07-2019,30-07-2019,19,Wholesale,AUD,NXH382,31,2,6,"5,782.10","3,700.54","34,692.60",,,
SO - 0004888,27-07-2019,30-07-2019,13,Distributor,USD,NXH382,94,2,9,"5,748.60","4,598.88","51,737.40",,,
SO - 0007540,27-07-2019,04-08-2019,22,Wholesale,AUD,NXH382,46,5,10,"1,708.50","1,383.89","17,085.00",,,
SO - 000253,28-07-2019,31-07-2019,35,Wholesale,NZD,NXH382,39,5,6,"1,701.80","1,157.22","10,210.80",,,
SO - 000526,28-07-2019,09-08-2019,21,Wholesale,NZD,NXH382,1,1,6,"1,755.40",912.81,"10,532.40",,,
SO - 0001459,28-07-2019,15-08-2019,35,Distributor,NZD,NXH382,7,9,5,187.60,150.08,938.00,,,
SO - 0003047,28-07-2019,11-08-2019,12,Wholesale,NZD,NXH382,57,7,9,"3,336.60","2,769.38","30,029.40",,,
SO - 0004580,28-07-2019,05-08-2019,26,Export,NZD,NXH382,72,7,5,"1,232.80",628.73,"6,164.00",,,
SO - 0007502,28-07-2019,13-08-2019,13,Wholesale,NZD,NXH382,31,4,6,"1,996.60","1,417.59","11,979.60",,,
SO - 0007840,28-07-2019,04-08-2019,21,Distributor,AUD,NXH382,67,7,9,"2,345.00","1,876.00","21,105.00",,,
SO - 0003517,29-07-2019,13-08-2019,20,Export,AUD,NXH382,60,13,10,"1,112.20",934.25,"11,122.00",,,
SO - 0003903,29-07-2019,04-08-2019,37,Wholesale,AUD,NXH382,46,10,5,"3,336.60","2,469.08","16,683.00",,,
SO - 0004458,29-07-2019,11-08-2019,15,Export,AUD,NXH382,90,7,11,"1,078.70",453.05,"11,865.70",,,
SO - 0004493,29-07-2019,14-08-2019,16,Wholesale,USD,NXH382,69,5,10,"1,045.20",742.09,"10,452.00",,,
SO - 0005489,29-07-2019,12-08-2019,40,Export,EUR,NXH382,46,13,8,"5,092.00","2,189.56","40,736.00",,,
SO - 0001644,30-07-2019,05-08-2019,24,Distributor,AUD,NXH382,38,1,5,"5,306.40","2,334.82","26,532.00",,,
SO - 0002242,30-07-2019,02-08-2019,40,Distributor,USD,NXH382,83,9,6,"1,085.40",694.66,"6,512.40",,,
SO - 0002454,30-07-2019,13-08-2019,50,Distributor,NZD,NXH382,3,1,10,938.00,450.24,"9,380.00",,,
SO - 0003988,30-07-2019,12-08-2019,9,Wholesale,NZD,NXH382,24,13,8,"2,572.80","1,183.49","20,582.40",,,
SO - 0005547,30-07-2019,04-08-2019,19,Wholesale,GBP,NXH382,83,11,10,"2,619.70","1,859.99","26,197.00",,,
SO - 0006198,30-07-2019,07-08-2019,26,Wholesale,NZD,NXH382,39,10,8,"1,701.80","1,021.08","13,614.40",,,
SO - 0007821,30-07-2019,16-08-2019,16,Wholesale,NZD,NXH382,91,7,11,"2,371.80","1,399.36","26,089.80",,,
SO - 0001385,31-07-2019,05-08-2019,44,Wholesale,AUD,NXH382,17,1,9,"3,805.60","3,158.65","34,250.40",,,
SO - 0001616,31-07-2019,13-08-2019,37,Wholesale,NZD,NXH382,67,14,9,"1,742.00","1,393.60","15,678.00",,,
SO - 0003029,31-07-2019,09-08-2019,4,Distributor,AUD,NXH382,26,2,11,"1,929.60","1,022.69","21,225.60",,,
SO - 0003753,31-07-2019,09-08-2019,6,Wholesale,NZD,NXH382,36,2,10,"1,795.60","1,400.57","17,956.00",,,
SO - 0003994,31-07-2019,17-08-2019,37,Distributor,NZD,NXH382,88,11,8,"1,139.00",603.67,"9,112.00",,,
SO - 0004215,31-07-2019,05-08-2019,48,Distributor,NZD,NXH382,54,11,11,"1,809.00","1,537.65","19,899.00",,,
SO - 0006161,31-07-2019,17-08-2019,47,Wholesale,AUD,NXH382,87,5,12,"1,112.20",811.91,"13,346.40",,,
SO - 0006291,31-07-2019,11-08-2019,20,Distributor,NZD,NXH382,14,2,10,167.50,130.65,"1,675.00",,,
SO - 0007076,31-07-2019,06-08-2019,50,Wholesale,NZD,NXH382,96,5,7,"1,098.80",933.98,"7,691.60",,,
SO - 0007251,31-07-2019,07-08-2019,6,Wholesale,USD,NXH382,25,2,6,763.80,565.21,"4,582.80",,,
SO - 000324,01-08-2019,18-08-2019,10,Wholesale,AUD,NXH382,7,1,10,"1,956.40","1,330.35","19,564.00",,,
SO - 000411,01-08-2019,10-08-2019,17,Wholesale,GBP,NXH382,76,13,9,"1,802.30","1,495.91","16,220.70",,,
SO - 000984,01-08-2019,19-08-2019,7,Wholesale,USD,NXH382,70,1,8,"1,172.50",926.28,"9,380.00",,,
SO - 0002327,01-08-2019,09-08-2019,7,Export,USD,NXH382,53,7,10,214.40,167.23,"2,144.00",,,
SO - 0004813,01-08-2019,08-08-2019,24,Wholesale,EUR,NXH382,2,7,10,"1,286.40",668.93,"12,864.00",,,
SO - 0006678,01-08-2019,08-08-2019,4,Distributor,USD,NXH382,82,13,5,"2,010.00","1,286.40","10,050.00",,,
SO - 0006780,01-08-2019,18-08-2019,37,Distributor,AUD,NXH382,9,1,11,"3,926.20","1,688.27","43,188.20",,,
SO - 0001701,02-08-2019,13-08-2019,24,Distributor,AUD,NXH382,95,7,11,"1,078.70",431.48,"11,865.70",,,
SO - 0002516,02-08-2019,05-08-2019,17,Wholesale,NZD,NXH382,30,14,9,"5,299.70","2,172.88","47,697.30",,,
SO - 0002697,02-08-2019,18-08-2019,38,Wholesale,NZD,NXH382,60,1,10,710.20,553.96,"7,102.00",,,
SO - 0004470,02-08-2019,17-08-2019,50,Wholesale,GBP,NXH382,10,11,6,"1,922.90","1,115.28","11,537.40",,,
SO - 0006000,02-08-2019,18-08-2019,22,Distributor,EUR,NXH382,13,5,9,730.30,438.18,"6,572.70",,,
SO - 0006549,02-08-2019,08-08-2019,43,Wholesale,USD,NXH382,35,1,5,"5,762.00","3,514.82","28,810.00",,,
SO - 0007219,02-08-2019,16-08-2019,40,Distributor,GBP,NXH382,87,7,8,"3,986.50","2,750.69","31,892.00",,,
SO - 0007933,02-08-2019,08-08-2019,25,Wholesale,USD,NXH382,21,3,9,"2,405.30","1,058.33","21,647.70",,,
SO - 0001490,03-08-2019,10-08-2019,13,Wholesale,USD,NXH382,22,7,8,241.20,190.55,"1,929.60",,,
SO - 0001654,03-08-2019,19-08-2019,9,Wholesale,NZD,NXH382,8,3,11,"3,631.40","2,977.75","39,945.40",,,
SO - 0002656,03-08-2019,11-08-2019,25,Wholesale,USD,NXH382,1,7,6,"2,291.40","1,649.81","13,748.40",,,
SO - 0004345,03-08-2019,07-08-2019,24,Wholesale,NZD,NXH382,16,11,7,174.20,109.75,"1,219.40",,,
SO - 0004652,03-08-2019,08-08-2019,42,Wholesale,GBP,NXH382,56,1,10,"1,118.90",760.85,"11,189.00",,,
SO - 0004810,03-08-2019,10-08-2019,39,Wholesale,GBP,NXH382,73,4,6,"1,072.00",771.84,"6,432.00",,,
SO - 0005345,03-08-2019,08-08-2019,49,Wholesale,GBP,NXH382,26,1,9,268.00,136.68,"2,412.00",,,
SO - 0005946,03-08-2019,16-08-2019,32,Distributor,NZD,NXH382,96,13,12,"2,505.80","1,904.41","30,069.60",,,
SO - 0006593,03-08-2019,14-08-2019,13,Wholesale,NZD,NXH382,67,4,6,214.40,145.79,"1,286.40",,,
SO - 0007297,03-08-2019,10-08-2019,10,Distributor,AUD,NXH382,9,2,9,"3,906.10","2,499.90","35,154.90",,,
SO - 000436,04-08-2019,22-08-2019,30,Export,AUD,NXH382,39,7,11,"1,051.90",452.32,"11,570.90",,,
SO - 000855,04-08-2019,19-08-2019,12,Distributor,GBP,NXH382,19,1,7,"2,445.50","1,222.75","17,118.50",,,
SO - 0001045,04-08-2019,19-08-2019,24,Export,AUD,NXH382,42,11,12,"1,125.60",529.03,"13,507.20",,,
SO - 0003807,04-08-2019,17-08-2019,20,Wholesale,USD,NXH382,83,3,10,"1,105.50",795.96,"11,055.00",,,
SO - 0004498,04-08-2019,08-08-2019,2,Wholesale,USD,NXH382,46,2,8,268.00,144.72,"2,144.00",,,
SO - 0004534,04-08-2019,08-08-2019,6,Wholesale,NZD,NXH382,44,9,10,"1,969.80",827.32,"19,698.00",,,
SO - 0005828,04-08-2019,16-08-2019,5,Distributor,USD,NXH382,53,11,5,"3,437.10","2,199.74","17,185.50",,,
SO - 0006385,04-08-2019,14-08-2019,49,Distributor,GBP,NXH382,13,12,8,"3,879.30","2,715.51","31,034.40",,,
SO - 0007315,04-08-2019,18-08-2019,32,Export,NZD,NXH382,92,7,8,"1,206.00",844.20,"9,648.00",,,
SO - 0001111,05-08-2019,21-08-2019,40,Wholesale,USD,NXH382,18,2,5,"5,252.80","2,836.51","26,264.00",,,
SO - 0002488,05-08-2019,08-08-2019,23,Distributor,USD,NXH382,21,7,10,"6,070.20","4,552.65","60,702.00",,,
SO - 0002596,05-08-2019,23-08-2019,19,Wholesale,NZD,NXH382,64,7,11,844.20,692.24,"9,286.20",,,
SO - 0003487,05-08-2019,15-08-2019,47,Export,NZD,NXH382,95,2,5,"3,993.20","3,234.49","19,966.00",,,
SO - 0003747,05-08-2019,17-08-2019,47,Wholesale,GBP,NXH382,68,12,8,"1,118.90",783.23,"8,951.20",,,
SO - 0004045,05-08-2019,15-08-2019,29,Wholesale,USD,NXH382,18,6,7,917.90,578.28,"6,425.30",,,
SO - 0005433,06-08-2019,17-08-2019,44,Wholesale,NZD,NXH382,55,1,8,"3,611.30","2,058.44","28,890.40",,,
SO - 000958,07-08-2019,22-08-2019,40,Wholesale,NZD,NXH382,2,12,10,187.60,91.92,"1,876.00",,,
SO - 0003129,07-08-2019,18-08-2019,25,Wholesale,NZD,NXH382,34,1,8,857.60,428.80,"6,860.80",,,
SO - 0007179,07-08-2019,16-08-2019,1,Distributor,NZD,NXH382,83,7,7,194.30,147.67,"1,360.10",,,
SO - 0007235,07-08-2019,22-08-2019,41,Wholesale,USD,NXH382,100,1,11,"6,492.30","3,895.38","71,415.30",,,
SO - 0007606,07-08-2019,14-08-2019,25,Distributor,EUR,NXH382,74,5,8,"3,966.40","1,626.22","31,731.20",,,
SO - 0003005,08-08-2019,16-08-2019,20,Wholesale,EUR,NXH382,17,11,12,"1,125.60",675.36,"13,507.20",,,
SO - 0003093,08-08-2019,11-08-2019,6,Distributor,AUD,NXH382,66,7,12,"2,010.00",964.80,"24,120.00",,,
SO - 0003185,08-08-2019,13-08-2019,23,Export,NZD,NXH382,77,5,10,"5,346.60","3,475.29","53,466.00",,,
SO - 0004165,08-08-2019,25-08-2019,44,Wholesale,AUD,NXH382,90,7,8,"2,639.80","1,847.86","21,118.40",,,
SO - 0005051,08-08-2019,17-08-2019,31,Wholesale,NZD,NXH382,58,7,11,"1,058.60",561.06,"11,644.60",,,
SO - 0005479,08-08-2019,23-08-2019,22,Distributor,USD,NXH382,4,11,6,"3,859.20","1,620.86","23,155.20",,,
SO - 0003443,09-08-2019,17-08-2019,38,Distributor,USD,NXH382,8,2,11,"6,385.10","4,661.12","70,236.10",,,
SO - 0004052,09-08-2019,18-08-2019,25,Wholesale,USD,NXH382,84,1,8,"2,257.90","1,806.32","18,063.20",,,
SO - 0004374,09-08-2019,23-08-2019,25,Wholesale,GBP,NXH382,36,7,5,"1,098.80",933.98,"5,494.00",,,
SO - 0006525,09-08-2019,13-08-2019,17,Wholesale,GBP,NXH382,12,1,7,187.60,142.58,"1,313.20",,,
SO - 0001082,10-08-2019,13-08-2019,43,Distributor,USD,NXH382,82,12,7,"3,899.40","1,832.72","27,295.80",,,
SO - 0001762,10-08-2019,24-08-2019,12,Distributor,NZD,NXH382,1,7,7,"1,319.90",963.53,"9,239.30",,,
SO - 0002811,10-08-2019,24-08-2019,45,Distributor,EUR,NXH382,100,13,10,254.60,150.21,"2,546.00",,,
SO - 0002981,10-08-2019,28-08-2019,36,Distributor,GBP,NXH382,3,2,9,"3,839.10","3,263.24","34,551.90",,,
SO - 0003669,10-08-2019,19-08-2019,46,Distributor,USD,NXH382,86,2,5,797.30,597.98,"3,986.50",,,
SO - 0004086,10-08-2019,23-08-2019,20,Wholesale,NZD,NXH382,79,1,9,"5,058.50","3,743.29","45,526.50",,,
SO - 0005096,10-08-2019,28-08-2019,30,Distributor,AUD,NXH382,15,1,5,"1,072.00",546.72,"5,360.00",,,
SO - 0007260,10-08-2019,16-08-2019,8,Export,AUD,NXH382,36,5,11,"5,219.30","4,332.02","57,412.30",,,
SO - 0007455,10-08-2019,16-08-2019,45,Distributor,NZD,NXH382,78,1,6,"1,045.20",449.44,"6,271.20",,,
SO - 0007586,10-08-2019,19-08-2019,42,Distributor,AUD,NXH382,58,11,10,"2,525.90","1,742.87","25,259.00",,,
SO - 0001233,11-08-2019,17-08-2019,46,Wholesale,NZD,NXH382,42,10,12,207.70,151.62,"2,492.40",,,
SO - 0001952,11-08-2019,14-08-2019,12,Wholesale,NZD,NXH382,84,11,6,"5,869.20","3,462.83","35,215.20",,,
SO - 0003665,11-08-2019,25-08-2019,13,Distributor,GBP,NXH382,66,1,6,"1,869.30",915.96,"11,215.80",,,
SO - 0006772,11-08-2019,15-08-2019,20,Wholesale,EUR,NXH382,13,1,9,"3,698.40","2,773.80","33,285.60",,,
SO - 0007517,11-08-2019,23-08-2019,8,Wholesale,NZD,NXH382,39,1,9,"1,139.00",592.28,"10,251.00",,,
SO - 0007762,11-08-2019,16-08-2019,27,Distributor,NZD,NXH382,33,1,10,"1,139.00",558.11,"11,390.00",,,
SO - 000315,12-08-2019,17-08-2019,37,Wholesale,AUD,NXH382,32,7,7,"2,599.60","2,157.67","18,197.20",,,
SO - 000800,12-08-2019,23-08-2019,9,Wholesale,USD,NXH382,11,7,6,"1,005.00",793.95,"6,030.00",,,
SO - 0001601,12-08-2019,22-08-2019,6,Distributor,USD,NXH382,86,11,8,"3,986.50","2,033.12","31,892.00",,,
SO - 0002349,12-08-2019,26-08-2019,38,Distributor,AUD,NXH382,95,2,7,"1,688.40","1,181.88","11,818.80",,,
SO - 0002704,12-08-2019,22-08-2019,14,Wholesale,EUR,NXH382,63,13,8,"1,031.80",423.04,"8,254.40",,,
SO - 0003315,12-08-2019,30-08-2019,10,Distributor,AUD,NXH382,94,4,7,"2,740.30","1,561.97","19,182.10",,,
SO - 0003465,12-08-2019,20-08-2019,35,Distributor,USD,NXH382,38,7,7,"1,038.50",799.65,"7,269.50",,,
SO - 0003488,12-08-2019,16-08-2019,10,Export,USD,NXH382,61,7,5,"1,125.60",585.31,"5,628.00",,,
SO - 0003498,12-08-2019,24-08-2019,38,Wholesale,NZD,NXH382,19,2,12,978.20,498.88,"11,738.40",,,
SO - 0004902,12-08-2019,29-08-2019,35,Wholesale,EUR,NXH382,86,1,5,"1,983.20","1,665.89","9,916.00",,,
SO - 0006561,12-08-2019,19-08-2019,48,Distributor,NZD,NXH382,3,10,12,"1,005.00",613.05,"12,060.00",,,
SO - 0007001,12-08-2019,21-08-2019,47,Wholesale,AUD,NXH382,67,5,10,777.20,512.95,"7,772.00",,,
SO - 0003959,13-08-2019,29-08-2019,33,Export,AUD,NXH382,23,1,7,938.00,590.94,"6,566.00",,,
SO - 0004273,13-08-2019,26-08-2019,19,Wholesale,USD,NXH382,29,2,8,"3,832.40","3,219.22","30,659.20",,,
SO - 0004999,13-08-2019,26-08-2019,45,Wholesale,NZD,NXH382,39,7,9,"6,277.90","4,520.09","56,501.10",,,
SO - 0005141,13-08-2019,20-08-2019,37,Wholesale,AUD,NXH382,93,1,5,"2,552.70","1,225.30","12,763.50",,,
SO - 0005302,13-08-2019,24-08-2019,1,Distributor,GBP,NXH382,71,5,12,"1,755.40","1,018.13","21,064.80",,,
SO - 0006107,13-08-2019,20-08-2019,35,Wholesale,GBP,NXH382,36,11,7,"5,326.50","3,036.11","37,285.50",,,
SO - 0002419,14-08-2019,25-08-2019,5,Wholesale,USD,NXH382,85,11,8,"6,036.70","3,078.72","48,293.60",,,
SO - 0002534,14-08-2019,29-08-2019,48,Wholesale,USD,NXH382,76,7,7,"1,815.70","1,325.46","12,709.90",,,
SO - 0003604,14-08-2019,30-08-2019,14,Export,NZD,NXH382,77,11,11,"2,371.80","1,351.93","26,089.80",,,
SO - 0005733,14-08-2019,30-08-2019,22,Wholesale,NZD,NXH382,77,11,11,"2,726.90","1,636.14","29,995.90",,,
SO - 0007505,14-08-2019,30-08-2019,43,Distributor,NZD,NXH382,12,9,10,"1,011.70",799.24,"10,117.00",,,
SO - 0007531,14-08-2019,27-08-2019,32,Wholesale,NZD,NXH382,65,2,10,"1,869.30","1,345.90","18,693.00",,,
SO - 0007928,14-08-2019,29-08-2019,19,Distributor,USD,NXH382,29,9,6,"3,865.90","2,280.88","23,195.40",,,
SO - 0001710,15-08-2019,19-08-2019,43,Export,EUR,NXH382,89,2,6,"3,926.20","2,080.89","23,557.20",,,
SO - 0001804,15-08-2019,27-08-2019,25,Wholesale,AUD,NXH382,96,1,6,"4,006.60","2,644.36","24,039.60",,,
SO - 0001832,15-08-2019,25-08-2019,7,Export,USD,NXH382,83,9,11,"1,058.60",455.20,"11,644.60",,,
SO - 0006313,15-08-2019,20-08-2019,9,Export,NZD,NXH382,87,12,8,"1,822.40","1,530.82","14,579.20",,,
SO - 0007428,15-08-2019,23-08-2019,9,Distributor,NZD,NXH382,1,7,7,770.50,562.47,"5,393.50",,,
SO - 0007816,15-08-2019,31-08-2019,15,Wholesale,USD,NXH382,24,11,7,"2,398.60","1,439.16","16,790.20",,,
SO - 000590,16-08-2019,31-08-2019,13,Export,USD,NXH382,28,11,7,"2,458.90","1,647.46","17,212.30",,,
SO - 0001177,16-08-2019,02-09-2019,35,Distributor,AUD,NXH382,91,11,12,"5,775.40","4,273.80","69,304.80",,,
SO - 0001297,16-08-2019,30-08-2019,19,Distributor,NZD,NXH382,1,7,5,"3,819.00","2,367.78","19,095.00",,,
SO - 0002616,16-08-2019,20-08-2019,23,Distributor,AUD,NXH382,18,13,9,187.60,91.92,"1,688.40",,,
SO - 0002909,16-08-2019,31-08-2019,35,Wholesale,NZD,NXH382,90,5,12,227.80,182.24,"2,733.60",,,
SO - 0003036,16-08-2019,19-08-2019,31,Distributor,AUD,NXH382,100,1,8,194.30,104.92,"1,554.40",,,
SO - 0003651,16-08-2019,22-08-2019,16,Wholesale,NZD,NXH382,13,5,11,"1,762.10",722.46,"19,383.10",,,
SO - 0004780,16-08-2019,23-08-2019,7,Distributor,AUD,NXH382,87,1,7,911.20,428.26,"6,378.40",,,
SO - 0005503,16-08-2019,25-08-2019,12,Distributor,NZD,NXH382,97,13,6,"1,011.70",435.03,"6,070.20",,,
SO - 0006758,16-08-2019,24-08-2019,26,Wholesale,USD,NXH382,62,1,9,"1,869.30","1,046.81","16,823.70",,,
SO - 0007672,16-08-2019,01-09-2019,6,Distributor,NZD,NXH382,5,1,9,"6,452.10","4,387.43","58,068.90",,,
SO - 0001029,17-08-2019,22-08-2019,46,Distributor,NZD,NXH382,4,5,8,"3,892.70","2,257.77","31,141.60",,,
SO - 0002861,17-08-2019,03-09-2019,1,Wholesale,EUR,NXH382,86,5,6,"1,695.10","1,288.28","10,170.60",,,
SO - 0003169,17-08-2019,25-08-2019,19,Distributor,USD,NXH382,94,12,7,247.90,123.95,"1,735.30",,,
SO - 0004479,17-08-2019,27-08-2019,37,Wholesale,USD,NXH382,26,8,8,"3,765.40","3,162.94","30,123.20",,,
SO - 0005052,17-08-2019,03-09-2019,37,Wholesale,USD,NXH382,8,2,7,964.80,395.57,"6,753.60",,,
SO - 0007062,17-08-2019,29-08-2019,22,Export,NZD,NXH382,100,5,12,"5,922.80","4,205.19","71,073.60",,,
SO - 000517,18-08-2019,23-08-2019,20,Distributor,NZD,NXH382,6,7,9,844.20,717.57,"7,597.80",,,
SO - 0001790,18-08-2019,30-08-2019,10,Wholesale,GBP,NXH382,60,7,8,"2,492.40","1,869.30","19,939.20",,,
SO - 0003416,18-08-2019,25-08-2019,22,Wholesale,NZD,NXH382,28,7,10,"3,926.20","3,258.75","39,262.00",,,
SO - 0003559,18-08-2019,02-09-2019,18,Wholesale,NZD,NXH382,3,7,6,810.70,664.77,"4,864.20",,,
SO - 0004410,18-08-2019,28-08-2019,28,Wholesale,NZD,NXH382,31,9,9,"2,237.80","1,678.35","20,140.20",,,
SO - 0005906,18-08-2019,25-08-2019,3,Wholesale,EUR,NXH382,8,13,6,"2,217.70","1,618.92","13,306.20",,,
SO - 0007032,18-08-2019,28-08-2019,4,Wholesale,EUR,NXH382,39,7,6,"1,078.70",431.48,"6,472.20",,,
SO - 0007189,18-08-2019,29-08-2019,18,Export,AUD,NXH382,31,7,5,"2,331.60","1,142.48","11,658.00",,,
SO - 0007351,18-08-2019,26-08-2019,36,Export,NZD,NXH382,95,13,6,"1,005.00",633.15,"6,030.00",,,
SO - 0001329,19-08-2019,29-08-2019,37,Wholesale,USD,NXH382,100,2,5,"3,932.90","1,691.15","19,664.50",,,
SO - 0001877,19-08-2019,03-09-2019,17,Export,NZD,NXH382,33,1,7,"6,566.00","4,202.24","45,962.00",,,
SO - 0002896,19-08-2019,31-08-2019,8,Wholesale,USD,NXH382,58,13,11,"2,264.60","1,743.74","24,910.60",,,
SO - 0003658,19-08-2019,30-08-2019,2,Distributor,NZD,NXH382,4,11,5,"2,519.20","1,964.98","12,596.00",,,
SO - 0003798,19-08-2019,06-09-2019,32,Wholesale,NZD,NXH382,25,10,8,978.20,596.70,"7,825.60",,,
SO - 0003861,19-08-2019,30-08-2019,40,Distributor,EUR,NXH382,27,2,9,"1,051.90",557.51,"9,467.10",,,
SO - 0004976,19-08-2019,02-09-2019,44,Wholesale,USD,NXH382,95,7,10,"1,675.00","1,155.75","16,750.00",,,
SO - 0005461,19-08-2019,03-09-2019,31,Distributor,AUD,NXH382,58,5,9,"1,996.60","1,437.55","17,969.40",,,
SO - 0005556,19-08-2019,02-09-2019,12,Distributor,NZD,NXH382,88,1,6,"2,680.00","2,144.00","16,080.00",,,
SO - 0006826,19-08-2019,05-09-2019,26,Export,AUD,NXH382,84,7,8,"3,986.50","2,152.71","31,892.00",,,
SO - 0006923,19-08-2019,22-08-2019,2,Wholesale,USD,NXH382,9,13,5,"3,886.00","2,681.34","19,430.00",,,
SO - 0007131,19-08-2019,31-08-2019,42,Wholesale,NZD,NXH382,91,1,9,"1,139.00",592.28,"10,251.00",,,
SO - 0007592,19-08-2019,24-08-2019,42,Wholesale,USD,NXH382,96,9,9,"3,973.10","2,185.21","35,757.90",,,
SO - 0001293,20-08-2019,30-08-2019,13,Wholesale,USD,NXH382,67,2,8,683.40,396.37,"5,467.20",,,
SO - 0002067,20-08-2019,07-09-2019,12,Wholesale,USD,NXH382,65,2,12,703.50,295.47,"8,442.00",,,
SO - 0002109,20-08-2019,29-08-2019,24,Wholesale,NZD,NXH382,33,11,9,"3,912.80","2,034.66","35,215.20",,,
SO - 0003650,20-08-2019,31-08-2019,49,Distributor,NZD,NXH382,63,1,9,"3,832.40","2,376.09","34,491.60",,,
SO - 0004246,20-08-2019,04-09-2019,26,Distributor,NZD,NXH382,15,1,6,"1,943.00","1,029.79","11,658.00",,,
SO - 0004373,20-08-2019,01-09-2019,10,Distributor,USD,NXH382,2,7,5,"3,839.10","2,917.72","19,195.50",,,
SO - 0004385,20-08-2019,26-08-2019,34,Wholesale,AUD,NXH382,2,11,12,"2,633.10","1,263.89","31,597.20",,,
SO - 0005843,20-08-2019,03-09-2019,19,Wholesale,EUR,NXH382,42,2,5,"2,479.00","1,041.18","12,395.00",,,
SO - 0007915,20-08-2019,30-08-2019,18,Wholesale,USD,NXH382,46,9,7,"1,038.50",872.34,"7,269.50",,,
SO - 0001101,21-08-2019,04-09-2019,3,Wholesale,USD,NXH382,25,13,6,"3,758.70","3,082.13","22,552.20",,,
SO - 0003998,21-08-2019,29-08-2019,13,Wholesale,NZD,NXH382,14,5,5,904.50,714.56,"4,522.50",,,
SO - 0007343,21-08-2019,25-08-2019,39,Export,AUD,NXH382,89,7,10,"1,132.30",452.92,"11,323.00",,,
SO - 000489,22-08-2019,05-09-2019,29,Distributor,USD,NXH382,81,11,6,"1,165.80",664.51,"6,994.80",,,
SO - 0001087,22-08-2019,31-08-2019,15,Export,USD,NXH382,24,14,10,"2,525.90","1,667.09","25,259.00",,,
SO - 0003150,22-08-2019,26-08-2019,46,Wholesale,USD,NXH382,28,11,11,"2,847.50","1,822.40","31,322.50",,,
SO - 0003507,22-08-2019,28-08-2019,16,Distributor,USD,NXH382,36,7,6,"1,112.20",556.10,"6,673.20",,,
SO - 0004553,22-08-2019,26-08-2019,26,Wholesale,GBP,NXH382,98,11,6,194.30,83.55,"1,165.80",,,
SO - 0007015,22-08-2019,01-09-2019,19,Wholesale,USD,NXH382,24,1,10,"1,139.00",911.20,"11,390.00",,,
SO - 000429,23-08-2019,06-09-2019,22,Distributor,EUR,NXH382,4,1,9,"1,681.70",891.30,"15,135.30",,,
SO - 000703,23-08-2019,10-09-2019,30,Wholesale,NZD,NXH382,8,2,11,194.30,91.32,"2,137.30",,,
SO - 0001880,23-08-2019,04-09-2019,5,Wholesale,NZD,NXH382,7,14,7,"1,876.00","1,519.56","13,132.00",,,
SO - 0001916,23-08-2019,10-09-2019,6,Wholesale,NZD,NXH382,49,13,8,"1,072.00",589.60,"8,576.00",,,
SO - 0002465,23-08-2019,08-09-2019,31,Wholesale,NZD,NXH382,96,7,10,"1,085.40",586.12,"10,854.00",,,
SO - 0003120,23-08-2019,05-09-2019,1,Distributor,AUD,NXH382,50,13,9,"1,165.80",722.80,"10,492.20",,,
SO - 0003461,23-08-2019,10-09-2019,29,Wholesale,EUR,NXH382,51,1,9,"3,912.80","2,543.32","35,215.20",,,
SO - 0004033,23-08-2019,02-09-2019,20,Wholesale,NZD,NXH382,25,1,9,"1,105.50",652.25,"9,949.50",,,
SO - 0004056,23-08-2019,26-08-2019,5,Wholesale,NZD,NXH382,64,12,10,"5,835.70","3,267.99","58,357.00",,,
SO - 0005480,23-08-2019,27-08-2019,10,Wholesale,USD,NXH382,88,3,5,"2,686.70","2,122.49","13,433.50",,,
SO - 0006076,23-08-2019,29-08-2019,4,Wholesale,NZD,NXH382,37,7,8,"1,829.10","1,006.01","14,632.80",,,
SO - 0007589,23-08-2019,04-09-2019,14,Export,USD,NXH382,92,1,11,234.50,157.12,"2,579.50",,,
SO - 0001158,24-08-2019,10-09-2019,46,Export,NZD,NXH382,14,9,10,"1,132.30",871.87,"11,323.00",,,
SO - 0002302,24-08-2019,09-09-2019,25,Export,NZD,NXH382,10,5,5,241.20,110.95,"1,206.00",,,
SO - 0002636,24-08-2019,01-09-2019,38,Wholesale,NZD,NXH382,81,2,9,"1,809.00","1,139.67","16,281.00",,,
SO - 0004688,24-08-2019,09-09-2019,29,Wholesale,NZD,NXH382,56,7,8,"1,038.50",633.49,"8,308.00",,,
SO - 0005049,24-08-2019,10-09-2019,13,Export,NZD,NXH382,62,11,10,"3,343.30","2,240.01","33,433.00",,,
SO - 0006635,24-08-2019,06-09-2019,18,Distributor,NZD,NXH382,74,7,6,984.90,748.52,"5,909.40",,,
SO - 0006751,24-08-2019,29-08-2019,5,Distributor,USD,NXH382,89,1,6,"1,246.20",710.33,"7,477.20",,,
